City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
267,Belaya Gora,RU,2020-09-03 20:54:54,68.53,146.42,38.46,76,1,5.57,clear sky
268,Oyama,JP,2020-09-03 20:52:01,36.3,139.8,86.0,94,20,1.12,fog
269,Gimli,CA,2020-09-03 21:04:30,50.63,-96.99,62.01,83,88,11.99,overcast clouds
270,Ponta Do Sol,PT,2020-09-03 21:04:30,32.67,-17.1,73.4,64,75,12.75,broken clouds
271,Lazaro Cardenas,MX,2020-09-03 21:04:31,17.96,-102.2,84.78,77,21,8.57,few clouds
272,Kismayo,SO,2020-09-03 21:04:31,-0.36,42.55,77.2,77,7,17.69,clear sky
273,Sayyan,YE,2020-09-03 20:54:55,15.17,44.32,62.96,34,2,11.05,clear sky
274,Odenton,US,2020-09-03 20:54:55,39.08,-76.7,88.0,79,40,8.05,scattered clouds
275,Novodolinskiy,KZ,2020-09-03 20:54:56,49.7,72.7,50.0,81,75,8.95,broken clouds
276,Port Elizabeth,ZA,2020-09-03 21:04:32,-33.92,25.57,60.8,87,33,6.93,scattered clouds
277,Bairnsdale,AU,2020-09-03 20:54:56,-37.83,147.62,42.01,81,0,5.7,clear sky
278,Nampula,MZ,2020-09-03 20:54:57,-15.12,39.27,64.4,77,75,11.41,broken clouds
279,America Dourada,BR,2020-09-03 20:54:57,-11.46,-41.44,71.94,41,38,7.54,scattered clouds
280,Valleyview,CA,2020-09-03 20:54:57,55.07,-117.29,64.08,40,100,13.8,overcast clouds
281,Smithers,CA,2020-09-03 20:54:57,54.78,-127.17,57.2,76,75,3.36,broken clouds
282,Sao Joao Da Barra,BR,2020-09-03 21:02:55,-21.64,-41.05,77.0,69,2,20.8,clear sky
283,Lagoa,PT,2020-09-03 21:03:03,39.05,-27.98,74.14,74,47,3.87,scattered clouds
284,Kitgum,UG,2020-09-03 20:54:58,3.28,32.89,65.34,89,0,1.92,clear sky
285,Praia Da Vitoria,PT,2020-09-03 21:04:33,38.73,-27.07,75.2,78,75,0.72,broken clouds
286,Isla Vista,US,2020-09-03 20:54:49,34.41,-119.86,84.99,69,20,9.17,haze
287,Haines Junction,CA,2020-09-03 20:59:42,60.75,-137.51,53.94,53,81,7.45,broken clouds
288,Naze,JP,2020-09-03 21:04:33,28.37,129.48,78.8,100,20,2.24,few clouds
289,Inhambane,MZ,2020-09-03 21:04:34,-23.86,35.38,65.12,74,1,10.13,clear sky
290,Half Moon Bay,US,2020-09-03 21:04:34,37.46,-122.43,73.99,82,75,13.87,haze
291,Petrokamenskoye,RU,2020-09-03 20:54:59,57.72,60.65,39.76,88,1,5.53,clear sky
292,Broken Hill,AU,2020-09-03 20:59:55,-31.95,141.43,50.0,61,19,6.93,few clouds
293,Pacific Grove,US,2020-09-03 20:53:11,36.62,-121.92,66.2,68,40,11.41,scattered clouds
294,Buala,SB,2020-09-03 21:04:35,-8.14,159.59,82.45,76,99,10.87,moderate rain
295,Muros,ES,2020-09-03 20:55:00,42.78,-9.06,70.0,72,0,4.83,clear sky
296,Salinopolis,BR,2020-09-03 21:04:35,-0.61,-47.36,80.65,79,7,12.88,clear sky
297,Fort Nelson,CA,2020-09-03 20:55:00,58.81,-122.7,66.2,39,40,9.17,shower rain
298,Waitati,NZ,2020-09-03 20:50:05,-45.75,170.57,48.0,65,100,8.01,overcast clouds
299,Miles City,US,2020-09-03 20:53:40,46.41,-105.84,73.4,23,20,6.93,few clouds
300,Asfi,MA,2020-09-03 21:02:33,32.3,-9.24,71.31,83,3,2.21,clear sky
301,Pedernales,DO,2020-09-03 20:51:25,18.04,-71.74,89.6,66,75,14.99,broken clouds
302,Hualmay,PE,2020-09-03 21:04:36,-11.1,-77.61,64.96,70,40,13.0,scattered clouds
303,Astoria,US,2020-09-03 21:04:37,46.19,-123.83,80.01,60,1,8.05,clear sky
304,Palasa,IN,2020-09-03 20:55:01,18.77,84.42,79.3,84,100,3.0,overcast clouds
305,Hagere Selam,ET,2020-09-03 20:55:01,6.48,38.52,49.89,98,97,2.71,overcast clouds
306,Hearst,CA,2020-09-03 21:00:20,49.68,-83.67,55.71,77,71,20.6,broken clouds
307,San Andres,CO,2020-09-03 20:55:02,12.58,-81.7,84.2,79,40,3.36,scattered clouds
308,Brae,GB,2020-09-03 21:04:38,60.4,-1.35,53.6,81,9,18.34,clear sky
309,Saldanha,ZA,2020-09-03 20:59:42,-33.01,17.94,57.2,76,96,5.82,overcast clouds
310,Asmar,AF,2020-09-03 21:04:39,35.03,71.36,72.66,58,0,3.02,clear sky
311,Dingle,PH,2020-09-03 21:04:30,11.0,122.67,76.51,85,99,1.9,overcast clouds
312,Sestri Levante,IT,2020-09-03 20:55:03,44.27,9.4,70.0,82,0,1.01,clear sky
313,Muisne,EC,2020-09-03 20:55:04,0.6,-80.03,82.4,78,75,9.17,broken clouds
314,Pochutla,MX,2020-09-03 20:55:04,15.74,-96.47,89.6,59,90,8.05,overcast clouds
315,Sitka,US,2020-09-03 21:04:40,57.05,-135.33,57.2,82,90,5.82,overcast clouds
316,Keti Bandar,PK,2020-09-03 20:55:05,24.14,67.45,80.83,83,98,7.43,overcast clouds
317,Mirnyy,RU,2020-09-03 20:55:05,62.54,113.96,44.6,81,3,4.47,clear sky
318,Beaver Dam,US,2020-09-03 20:50:10,43.46,-88.84,75.2,46,40,11.41,scattered clouds
319,Korla,CN,2020-09-03 20:55:06,41.76,86.15,84.0,48,93,8.01,overcast clouds
320,Ribera,IT,2020-09-03 20:55:06,37.5,13.26,71.01,76,0,7.0,clear sky
321,Porbandar,IN,2020-09-03 20:55:06,21.64,69.61,80.69,81,46,4.83,scattered clouds
322,Monteagudo,BO,2020-09-03 20:55:06,-19.82,-63.98,75.45,29,99,6.38,overcast clouds
323,Nome,US,2020-09-03 21:00:01,64.5,-165.41,45.0,75,75,10.29,broken clouds
324,Airai,TL,2020-09-03 21:04:41,-8.93,125.41,58.55,69,16,3.4,few clouds
325,Las Juntas,MX,2020-09-03 20:55:07,19.42,-104.7,89.6,75,40,11.41,scattered clouds
326,Singaraja,ID,2020-09-03 20:55:07,-8.11,115.09,78.96,78,50,2.73,scattered clouds
327,Tura,IN,2020-09-03 20:55:08,25.52,90.22,74.93,83,72,1.95,broken clouds
328,Mitsamiouli,KM,2020-09-03 20:55:08,-11.38,43.28,77.13,72,23,7.9,few clouds
329,Eirunepe,BR,2020-09-03 20:55:08,-6.66,-69.87,90.5,47,58,4.52,moderate rain
330,Polewali,ID,2020-09-03 20:55:08,-3.43,119.34,75.15,83,60,3.38,broken clouds
331,Mogadishu,SO,2020-09-03 20:55:09,2.04,45.34,76.64,76,9,17.74,clear sky
332,Izumo,JP,2020-09-03 20:53:50,35.37,132.77,75.2,88,75,1.12,broken clouds
333,Walvis Bay,NA,2020-09-03 21:01:43,-22.96,14.51,55.4,76,0,2.24,clear sky
334,Challakere,IN,2020-09-03 20:55:09,14.32,76.65,77.11,82,98,2.91,light rain
335,Paamiut,GL,2020-09-03 20:55:09,61.99,-49.67,46.35,80,100,25.95,moderate rain
336,Nioki,CD,2020-09-03 20:55:10,-2.72,17.68,76.71,83,31,1.97,light rain
337,Mtambile,TZ,2020-09-03 20:55:10,-5.38,39.7,75.4,79,4,12.48,clear sky
338,Quelimane,MZ,2020-09-03 20:55:10,-17.88,36.89,71.6,64,75,4.85,broken clouds
339,Aguimes,ES,2020-09-03 20:55:10,27.91,-15.45,73.4,78,20,16.11,few clouds
340,Pangkalanbuun,ID,2020-09-03 21:04:44,-2.68,111.62,74.82,97,97,1.59,overcast clouds
341,Kokopo,PG,2020-09-03 20:55:11,-4.35,152.26,78.82,77,100,4.61,overcast clouds
342,Hambantota,LK,2020-09-03 21:04:45,6.12,81.12,80.51,79,12,14.05,few clouds
343,Melfort,CA,2020-09-03 20:55:11,52.87,-104.62,62.6,42,20,21.92,few clouds
344,Manaira,BR,2020-09-03 20:53:04,-7.71,-38.15,75.36,54,69,11.36,broken clouds
345,Cairns,AU,2020-09-03 21:02:18,-16.92,145.77,69.8,88,75,9.17,light intensity shower rain
346,Togur,RU,2020-09-03 20:55:12,58.36,82.83,49.26,97,100,4.45,overcast clouds
347,Salamiyah,SY,2020-09-03 20:55:12,35.01,37.05,84.13,17,3,4.94,clear sky
348,Souillac,MU,2020-09-03 21:04:46,-20.52,57.52,66.2,72,20,9.17,few clouds
349,Ekhabi,RU,2020-09-03 21:04:46,53.51,142.97,53.89,96,100,12.39,light rain
350,Pokhara,NP,2020-09-03 20:55:13,28.23,83.98,70.34,84,84,0.45,broken clouds
351,San Quintin,MX,2020-09-03 21:04:46,30.48,-115.95,76.19,63,0,12.88,clear sky
352,Sayat,TM,2020-09-03 20:55:13,38.78,63.88,73.4,35,0,4.7,clear sky
353,Pasighat,IN,2020-09-03 20:55:14,28.07,95.33,77.18,78,73,2.62,broken clouds
354,Poum,NC,2020-09-03 21:04:47,-20.23,164.02,69.01,66,41,16.75,scattered clouds
355,Olafsvik,IS,2020-09-03 21:04:47,64.89,-23.71,44.76,73,46,27.96,scattered clouds
356,Ayan,RU,2020-09-03 20:55:14,56.45,138.17,52.95,89,100,5.91,overcast clouds
357,Novopokrovka,UA,2020-09-03 20:55:14,49.84,36.55,77.0,36,100,15.66,overcast clouds
358,Presidencia Roque Saenz Pena,AR,2020-09-03 21:04:48,-26.79,-60.44,69.73,43,0,3.8,clear sky
359,Abu Kamal,SY,2020-09-03 21:04:48,34.45,40.92,85.53,17,0,2.62,clear sky
360,Petatlan,MX,2020-09-03 20:55:15,17.52,-101.27,91.4,59,40,6.93,scattered clouds
361,Yumen,CN,2020-09-03 21:04:49,40.28,97.2,60.93,28,9,6.82,clear sky
362,Baiyin,CN,2020-09-03 20:55:15,36.56,104.21,62.01,81,0,6.71,clear sky
363,Salihorsk,BY,2020-09-03 20:55:16,52.79,27.54,59.72,69,100,5.06,light rain
364,Palmer,US,2020-09-03 21:04:49,42.16,-72.33,81.0,36,75,10.29,broken clouds
365,Nagua,DO,2020-09-03 20:52:18,19.38,-69.85,78.8,94,75,9.17,light rain
366,Marti,CU,2020-09-03 20:55:16,22.95,-80.92,91.4,55,40,9.17,scattered clouds
367,Vila Velha,BR,2020-09-03 20:55:16,-20.33,-40.29,80.01,69,20,14.99,few clouds
368,Francistown,BW,2020-09-03 20:55:17,-21.17,27.51,62.33,56,0,8.21,clear sky
369,North Platte,US,2020-09-03 20:55:17,41.12,-100.77,80.01,22,1,5.82,clear sky
370,Harper,LR,2020-09-03 21:04:50,4.38,-7.72,75.92,89,80,9.24,light rain
371,Labrea,BR,2020-09-03 20:53:04,-7.26,-64.8,91.26,40,87,2.26,overcast clouds
372,Mezen,RU,2020-09-03 21:04:51,65.85,44.24,46.72,90,66,5.39,broken clouds
373,Dwarka,IN,2020-09-03 20:52:09,22.24,68.97,81.36,76,99,6.26,overcast clouds
374,Littlehampton,GB,2020-09-03 20:55:18,50.81,-0.54,64.0,1,100,5.01,overcast clouds
375,Stabat,ID,2020-09-03 20:55:18,3.76,98.45,74.12,97,100,2.17,heavy intensity rain
376,Goure,NE,2020-09-03 20:55:18,13.98,10.27,82.96,59,83,5.73,broken clouds
377,Lagunas,PE,2020-09-03 20:55:19,-5.23,-75.68,90.68,47,67,3.13,broken clouds
378,Spirovo,RU,2020-09-03 20:55:19,57.42,34.98,58.66,82,98,8.68,overcast clouds
379,Marawi,PH,2020-09-03 20:55:19,8.0,124.29,75.0,92,96,7.0,overcast clouds
380,Laredo,US,2020-09-03 20:50:52,27.51,-99.51,100.4,33,1,5.82,clear sky
381,Imbituba,BR,2020-09-03 20:55:20,-28.24,-48.67,75.2,69,72,3.36,broken clouds
382,Talen,IN,2020-09-03 20:55:20,23.57,76.72,73.04,90,42,4.41,scattered clouds
383,Recco,IT,2020-09-03 20:55:20,44.36,9.14,71.6,73,0,5.82,clear sky
384,Jaru,BR,2020-09-03 20:55:20,-10.44,-62.47,99.21,20,32,7.11,scattered clouds
385,Manta,EC,2020-09-03 21:04:52,-0.95,-80.73,77.0,78,20,14.99,few clouds
386,Ostrovnoy,RU,2020-09-03 21:04:53,68.05,39.51,49.84,82,95,15.03,overcast clouds
387,Havre,FR,2020-09-03 20:55:21,49.58,0.33,66.2,88,90,6.93,overcast clouds
388,Sungaipenuh,ID,2020-09-03 20:55:21,-2.08,101.38,64.56,95,96,1.92,overcast clouds
389,Katsuura,JP,2020-09-03 21:04:53,35.13,140.3,82.0,90,18,11.18,few clouds
390,Gat,IL,2020-09-03 21:03:02,31.61,34.76,84.99,100,0,1.83,clear sky
391,Srednekolymsk,RU,2020-09-03 20:55:22,67.45,153.68,40.03,71,100,5.93,overcast clouds
392,Iralaya,HN,2020-09-03 20:55:22,15.0,-83.23,84.2,79,75,4.7,broken clouds
393,Tilichiki,RU,2020-09-03 20:55:22,60.47,166.1,44.73,82,13,22.28,few clouds
394,Flinders,AU,2020-09-03 20:51:15,-34.58,150.86,63.0,68,97,1.01,overcast clouds
395,Bonanza,NI,2020-09-03 20:55:23,14.03,-84.59,81.99,88,64,3.53,light rain
396,Robe,AU,2020-09-03 20:55:23,-37.18,139.75,55.56,68,100,15.1,overcast clouds
397,Lorengau,PG,2020-09-03 21:04:42,-2.02,147.27,82.62,76,100,5.55,overcast clouds
398,Codrington,AU,2020-09-03 21:04:55,-38.27,141.97,43.34,92,96,11.59,overcast clouds
399,Libertador General San Martin,AR,2020-09-03 20:55:23,-23.81,-64.79,73.99,35,0,3.0,clear sky
400,Birjand,IR,2020-09-03 20:55:24,32.87,59.22,66.2,22,0,9.17,clear sky
401,Kuminskiy,RU,2020-09-03 20:55:24,58.67,66.57,46.33,89,96,10.31,overcast clouds
402,Kautokeino,NO,2020-09-03 20:55:24,69.01,23.04,49.89,77,49,16.42,scattered clouds
403,Faanui,PF,2020-09-03 21:00:12,-16.48,-151.75,78.1,76,17,17.83,few clouds
404,Diu,IN,2020-09-03 20:55:25,20.71,70.98,78.39,86,2,6.38,clear sky
405,Husavik,IS,2020-09-03 21:01:51,66.04,-17.34,41.0,86,75,20.8,broken clouds
406,Cap Malheureux,MU,2020-09-03 21:04:56,-19.98,57.61,66.0,71,1,4.0,clear sky
407,Baoning,CN,2020-09-03 20:55:25,25.34,110.03,77.0,88,45,1.88,scattered clouds
408,Samsun,TR,2020-09-03 20:53:57,41.25,36.33,73.4,88,40,1.12,scattered clouds
409,Pangnirtung,CA,2020-09-03 21:04:56,66.15,-65.71,41.0,93,75,14.99,broken clouds
410,Saint Anthony,US,2020-09-03 21:04:57,45.02,-93.22,70.0,42,40,16.11,scattered clouds
411,Yokadouma,CM,2020-09-03 21:04:57,3.52,15.05,70.43,93,100,1.23,overcast clouds
412,Elat,IL,2020-09-03 20:55:26,29.56,34.95,98.6,42,0,11.41,clear sky
413,Buseresere,TZ,2020-09-03 20:55:26,-3.02,31.87,67.69,64,5,2.82,clear sky
414,Port Augusta,AU,2020-09-03 20:52:41,-32.5,137.77,43.0,87,99,5.82,overcast clouds
415,Necochea,AR,2020-09-03 21:04:58,-38.55,-58.74,57.0,58,0,7.0,clear sky
416,Turukhansk,RU,2020-09-03 20:55:27,65.82,87.98,44.33,82,10,6.42,clear sky
417,Bloomfield,US,2020-09-03 20:55:27,40.81,-74.19,86.0,48,90,5.82,overcast clouds
418,Silveira,PT,2020-09-03 20:55:27,39.11,-9.36,73.99,48,0,9.42,clear sky
419,Gorontalo,ID,2020-09-03 20:51:18,0.54,123.06,74.43,87,75,2.15,broken clouds
420,Sao Miguel Do Araguaia,BR,2020-09-03 20:55:28,-13.28,-50.16,88.54,22,72,3.15,broken clouds
421,Akyab,MM,2020-09-03 20:55:28,20.15,92.9,80.47,82,94,6.17,overcast clouds
422,Tadine,NC,2020-09-03 20:55:28,-21.55,167.88,66.83,66,100,19.13,overcast clouds
423,Manoel Urbano,BR,2020-09-03 20:55:28,-8.84,-69.26,94.77,36,55,1.7,broken clouds
424,Rucheng,CN,2020-09-03 20:55:29,32.39,120.56,77.0,71,12,5.17,light rain
425,Andijon,UZ,2020-09-03 20:55:29,40.78,72.34,60.8,55,0,6.71,clear sky
426,Orbetello,IT,2020-09-03 20:55:29,42.44,11.22,78.01,73,0,4.7,clear sky
427,Jalu,LY,2020-09-03 20:55:29,29.03,21.55,89.67,21,0,8.88,clear sky
428,Karratha,AU,2020-09-03 20:55:30,-20.74,116.85,69.13,27,10,5.35,clear sky
429,Yar-Sale,RU,2020-09-03 21:05:00,66.83,70.83,43.29,87,24,15.57,few clouds
430,Innisfail,AU,2020-09-03 20:55:30,-17.53,146.03,61.0,98,94,5.01,light rain
431,Chaiyaphum,TH,2020-09-03 20:55:30,15.75,102.0,77.47,86,57,3.24,broken clouds
432,Kaspiyskiy,RU,2020-09-03 20:55:31,45.39,47.37,73.87,59,17,10.76,few clouds
433,Manaus,BR,2020-09-03 20:50:45,-3.1,-60.02,82.4,78,40,2.24,scattered clouds
434,Sikonge,TZ,2020-09-03 20:55:31,-5.63,32.77,73.4,46,75,6.4,broken clouds
435,Kenai,US,2020-09-03 20:55:31,60.55,-151.26,55.99,76,40,10.29,scattered clouds
436,Rancharia,BR,2020-09-03 20:55:31,-22.23,-50.89,91.4,19,0,5.82,clear sky
437,Itaituba,BR,2020-09-03 20:51:07,-4.28,-55.98,96.8,41,20,11.41,few clouds
438,Canico,PT,2020-09-03 20:55:32,32.63,-16.85,73.4,64,75,12.75,broken clouds
439,West Bay,KY,2020-09-03 20:55:32,19.37,-81.42,89.01,79,20,15.55,few clouds
440,Mizan Teferi,ET,2020-09-03 20:55:33,6.98,35.58,60.26,87,33,2.13,scattered clouds
441,Were Ilu,ET,2020-09-03 20:55:33,10.6,39.43,51.94,89,47,3.36,light rain
442,Sechura,PE,2020-09-03 20:55:33,-5.56,-80.82,73.15,51,10,19.75,clear sky
443,Prince Rupert,CA,2020-09-03 20:55:34,54.32,-130.32,57.2,100,90,6.93,mist
444,Santa Ana,US,2020-09-03 20:52:04,33.75,-117.87,90.0,48,1,6.93,clear sky
445,Saint-Georges,GD,2020-09-03 20:55:34,12.06,-61.75,82.4,78,75,9.17,broken clouds
446,Coquimbo,CL,2020-09-03 21:05:03,-29.95,-71.34,60.8,63,0,13.87,clear sky
447,Portland,US,2020-09-03 21:04:17,45.52,-122.68,90.0,48,0,1.01,clear sky
448,Finschhafen,PG,2020-09-03 20:55:34,-6.6,147.87,78.82,79,95,9.33,overcast clouds
449,Ayaviri,PE,2020-09-03 20:55:35,-14.89,-70.59,63.86,26,96,10.89,overcast clouds
450,Roebourne,AU,2020-09-03 20:55:35,-20.78,117.13,71.38,24,4,7.0,clear sky
451,Okhotsk,RU,2020-09-03 21:05:04,59.38,143.3,52.72,82,100,4.47,overcast clouds
452,Raudeberg,NO,2020-09-03 20:55:35,61.99,5.14,57.0,88,100,13.2,overcast clouds
453,Santarem,BR,2020-09-03 20:55:11,-2.44,-54.71,87.8,66,69,9.17,broken clouds
454,Lata,PT,2020-09-03 21:05:04,40.16,-8.33,73.99,56,0,4.7,clear sky
455,Zhezkazgan,KZ,2020-09-03 20:55:36,47.8,67.71,55.96,57,0,12.84,clear sky
456,Tuatapere,NZ,2020-09-03 21:05:05,-46.13,167.68,45.0,72,100,11.01,overcast clouds
457,Hobyo,SO,2020-09-03 21:05:05,5.35,48.53,76.62,79,74,27.25,broken clouds
458,Vallenar,CL,2020-09-03 20:53:50,-28.57,-70.76,74.01,23,0,6.24,clear sky
459,Mordovo,RU,2020-09-03 20:55:37,52.08,40.77,61.25,38,51,13.04,broken clouds
460,Colomi,BO,2020-09-03 20:55:37,-17.35,-65.87,84.2,68,20,10.29,few clouds
461,Lusambo,CD,2020-09-03 20:55:37,-4.97,23.45,74.52,53,61,1.12,broken clouds
462,Riosucio,CO,2020-09-03 20:55:38,5.42,-75.7,78.8,57,40,4.7,scattered clouds
463,Xinqing,CN,2020-09-03 20:55:38,48.23,129.5,61.09,86,96,12.66,overcast clouds
464,Lasa,IT,2020-09-03 20:55:38,46.62,10.7,55.0,71,5,3.36,clear sky
465,Atar,MR,2020-09-03 20:50:56,20.52,-13.05,96.62,17,10,1.59,clear sky
466,Toamasina,MG,2020-09-03 20:55:38,-18.17,49.38,66.2,93,75,8.05,shower rain
467,Santa Fe,AR,2020-09-03 20:55:39,-31.63,-60.7,57.99,72,74,0.96,broken clouds
468,Hirara,JP,2020-09-03 20:55:39,24.8,125.28,83.39,78,100,8.25,heavy intensity rain
469,Katiola,CI,2020-09-03 20:55:39,8.13,-5.1,75.2,100,40,4.7,scattered clouds
470,Ossora,RU,2020-09-03 21:05:07,59.24,163.07,50.99,63,15,15.7,few clouds
471,Nyamuswa,TZ,2020-09-03 20:55:40,-1.9,34.02,71.02,57,81,4.56,broken clouds
472,Cuxhaven,DE,2020-09-03 20:55:40,53.87,8.69,60.8,93,75,12.75,mist
473,Chapais,CA,2020-09-03 21:05:07,49.78,-74.85,64.4,59,90,12.75,overcast clouds
474,Anito,PH,2020-09-03 20:55:40,12.45,125.29,78.04,85,89,3.96,overcast clouds
475,Igualada,ES,2020-09-03 20:55:40,41.58,1.62,69.01,77,11,1.01,few clouds
476,Nishihara,JP,2020-09-03 21:05:08,26.18,127.76,80.6,100,20,6.93,few clouds
477,Makakilo City,US,2020-09-03 20:55:41,21.35,-158.09,84.2,58,1,8.05,clear sky
478,Hami,CN,2020-09-03 21:05:08,42.8,93.45,75.72,18,70,3.2,broken clouds
479,Sioux Lookout,CA,2020-09-03 20:55:41,50.1,-91.92,50.0,87,75,11.41,broken clouds
480,Aljezur,PT,2020-09-03 20:55:42,37.32,-8.8,66.99,61,0,1.01,clear sky
481,Kruisfontein,ZA,2020-09-03 20:55:42,-34.0,24.73,64.0,59,52,8.99,broken clouds
482,Neryungri,RU,2020-09-03 20:55:42,56.67,124.65,46.9,79,99,2.75,overcast clouds
483,Aykhal,RU,2020-09-03 20:55:43,66.0,111.5,46.4,87,75,4.47,broken clouds
484,Bazarnyye Mataki,RU,2020-09-03 20:55:43,54.88,49.93,48.65,85,0,5.5,clear sky
485,Auki,SB,2020-09-03 21:05:09,-8.77,160.7,81.32,78,96,6.17,light rain
486,Riyadh,SA,2020-09-03 21:03:56,24.69,46.72,87.8,22,0,2.24,clear sky
487,Ancud,CL,2020-09-03 21:05:10,-41.87,-73.82,51.01,67,0,4.0,clear sky
488,Moskovskiy,RU,2020-09-03 20:55:44,55.6,37.35,64.0,51,100,8.95,overcast clouds
489,Conceicao Do Araguaia,BR,2020-09-03 21:05:10,-8.26,-49.26,93.25,18,25,3.8,scattered clouds
490,Vostok,RU,2020-09-03 20:55:44,46.49,135.88,61.29,89,0,7.72,clear sky
491,Kamenka,RU,2020-09-03 21:05:11,51.32,42.77,56.53,48,0,11.39,clear sky
492,Qaqortoq,GL,2020-09-03 21:05:11,60.72,-46.03,50.0,43,100,3.36,moderate rain
493,Bucak,TR,2020-09-03 20:55:45,37.46,30.59,82.4,31,0,4.7,clear sky
494,Zhigansk,RU,2020-09-03 21:05:12,66.77,123.37,48.02,96,72,13.49,broken clouds
495,Takaka,NZ,2020-09-03 21:05:12,-40.85,172.8,48.0,91,38,0.89,scattered clouds
496,Ladozhskaya,RU,2020-09-03 20:55:46,45.31,39.94,80.6,51,83,8.95,broken clouds
497,Chernyshevskiy,RU,2020-09-03 21:05:12,63.01,112.47,41.97,94,64,4.94,broken clouds
498,Flin Flon,CA,2020-09-03 20:55:46,54.77,-101.86,53.6,58,75,18.34,broken clouds
499,North Bend,US,2020-09-03 21:05:13,43.41,-124.22,80.01,77,1,11.41,clear sky
500,Beringovskiy,RU,2020-09-03 21:05:13,63.05,179.32,47.95,72,94,13.18,overcast clouds
501,Bonfim,BR,2020-09-03 20:51:07,3.08,-59.95,86.88,66,33,5.82,scattered clouds
502,Mayo,US,2020-09-03 21:05:13,38.89,-76.51,89.6,70,1,16.11,clear sky
503,Garowe,SO,2020-09-03 20:55:47,8.41,48.48,76.96,59,65,26.66,broken clouds
504,Licata,IT,2020-09-03 20:55:47,37.11,13.95,75.2,69,31,3.36,scattered clouds
505,Kang,BW,2020-09-03 21:05:14,-23.68,22.79,71.69,34,49,8.68,scattered clouds
506,Iskateley,RU,2020-09-03 20:55:48,67.68,53.15,45.64,90,7,6.29,clear sky
507,Phuket,TH,2020-09-03 20:55:48,8.0,98.25,84.99,94,75,6.93,light rain
508,Xuddur,SO,2020-09-03 21:04:22,4.12,43.89,73.44,65,95,20.58,overcast clouds
509,Atasu,KZ,2020-09-03 20:55:48,48.68,71.64,51.03,67,18,16.13,few clouds
510,Piacabucu,BR,2020-09-03 20:55:49,-10.41,-36.43,74.1,78,25,10.33,scattered clouds
511,Veraval,IN,2020-09-03 20:53:04,20.9,70.37,79.65,84,15,5.5,few clouds
512,Anori,BR,2020-09-03 20:55:49,-3.77,-61.64,91.54,43,78,2.95,broken clouds
513,Afogados Da Ingazeira,BR,2020-09-03 20:55:49,-7.75,-37.64,78.66,53,74,13.76,broken clouds
514,Cayenne,GF,2020-09-03 21:02:32,4.93,-52.33,86.0,66,0,12.75,light rain
515,Brookhaven,US,2020-09-03 20:55:50,31.58,-90.44,93.0,65,0,2.77,clear sky
516,Aklavik,CA,2020-09-03 21:05:16,68.22,-135.01,51.8,87,75,5.82,broken clouds
517,Ler,SS,2020-09-03 20:55:50,8.3,30.14,71.06,93,27,0.49,scattered clouds
518,Abu Samrah,SY,2020-09-03 20:55:50,35.3,37.18,88.56,14,2,7.34,clear sky
519,Lufilufi,WS,2020-09-03 20:55:51,-13.87,-171.6,87.8,70,75,3.36,broken clouds
520,Iquique,CL,2020-09-03 20:52:29,-20.22,-70.14,60.8,59,4,13.87,clear sky
521,Kapuskasing,CA,2020-09-03 20:55:51,49.42,-82.43,66.2,55,75,39.15,broken clouds
522,Kokkola,FI,2020-09-03 20:55:51,63.84,23.13,57.99,100,90,5.82,overcast clouds
523,Kalmunai,LK,2020-09-03 20:55:52,7.42,81.82,80.1,83,86,4.52,overcast clouds
524,Entre Rios,BR,2020-09-03 20:55:52,-11.94,-38.08,69.78,85,25,5.19,scattered clouds
525,Kangaatsiaq,GL,2020-09-03 20:55:52,68.31,-53.46,42.48,64,0,19.1,clear sky
526,Dawei,MM,2020-09-03 20:55:52,14.08,98.2,77.77,88,90,2.24,overcast clouds
527,Bandarbeyla,SO,2020-09-03 20:55:53,9.49,50.81,76.08,81,55,20.47,broken clouds
528,Bengkulu,ID,2020-09-03 21:04:40,-3.8,102.27,75.97,89,86,5.53,light rain
529,Adre,TD,2020-09-03 20:55:53,13.47,22.2,74.95,63,98,8.68,overcast clouds
530,Nanzhang,CN,2020-09-03 20:55:53,31.78,111.84,70.61,54,12,3.15,light rain
531,Masvingo,ZW,2020-09-03 20:55:54,-20.06,30.83,58.12,66,0,5.19,clear sky
532,Danville,US,2020-09-03 20:53:42,36.59,-79.39,91.99,49,20,10.29,few clouds
533,Turbat,PK,2020-09-03 20:55:54,26.0,63.04,84.56,50,5,3.33,clear sky
534,Ko Samui,TH,2020-09-03 20:55:54,9.54,99.94,83.03,76,86,13.22,overcast clouds
535,Alpena,US,2020-09-03 21:05:18,45.06,-83.43,71.01,77,75,13.87,broken clouds
536,Belmonte,BR,2020-09-03 20:52:07,-15.86,-38.88,73.4,78,20,3.36,few clouds
537,Ouadda,CF,2020-09-03 21:05:19,8.08,22.4,69.62,92,100,0.56,overcast clouds
538,Melfi,IT,2020-09-03 20:55:55,41.0,15.65,73.4,60,40,8.05,scattered clouds
539,Dubbo,AU,2020-09-03 20:55:55,-32.25,148.62,50.0,81,27,5.82,scattered clouds
540,Sidi Ali,DZ,2020-09-03 20:55:55,36.1,0.42,69.69,77,0,9.91,clear sky
